id,target
107894,1
63438,1
75713,1
15713,1
34402,1
40084,1
64940,1
66279,1
77818,1
63889,1
48861,1
26520,1
66559,1
24068,0
20211,1
86715,1
68601,1
95696,1
60049,1
7620,0
42468,1
106475,1
43145,1
102597,1
93680,1
37065,0
49472,1
45364,0
112287,1
90044,1
40999,1
93637,1
47689,1
15068,1
67323,1
285,1
76543,1
52901,0
10299,1
8199,0
10875,0
36812,1
110,0
25682,0
7331,0
76947,1
28303,1
32212,0
18692,1
75865,1
74466,1
81378,1
85492,0
67992,0
12527,1
48212,0
61180,1
56340,1
64227,1
35539,1
9233,1
97645,0
106742,0
84955,1
36443,1
2970,0
48583,1
67490,1
45242,1
83608,1
86807,1
92793,1
32458,1
18258,1
93246,1
29747,1
44469,1
18998,1
100686,1
21670,1
106701,1
21844,1
61174,1
933,1
563,1
90185,1
29080,1
32967,1
110889,1
54059,0
86664,1
72104,1
82239,1
59755,0
1785,1
36377,0
73334,0
26731,1
78548,1
54472,1
70631,1
44942,0
54130,1
11938,1
15837,1
64537,1
65402,1
18680,1
69375,1
71042,0
69164,1
19288,1
17115,1
105949,0
55257,1
6583,1
24751,1
19545,1
38187,1
38983,1
100340,1
71337,1
73505,0
240,1
83153,1
371,1
50283,1
31513,1
24174,0
46907,0
94141,0
5483,1
91282,1
41378,0
7904,1
41632,1
84817,0
54335,1
52362,1
21141,1
8040,1
13042,1
40276,1
1203,1
54902,1
42127,0
61200,1
29807,1
32558,1
25499,1
71523,1
38791,1
12101,0
4730,1
17126,1
85187,0
16129,1
51250,1
112931,1
17857,0
31762,1
87034,0
59018,1
81008,1
91203,1
111875,1
70722,0
55926,1
67538,0
113041,1
30934,0
87109,0
26979,1
61557,1
29950,1
17,1
68226,1
79507,1
23107,0
27741,0
34314,1
79354,1
97813,0
730,1
19260,1
79119,0
77689,1
36363,0
6264,1
26935,1
78464,0
44785,1
31835,1
42606,1
55554,1
106579,0
68977,1
85323,1
85288,0
52701,1
107848,1
97392,1
57996,1
113716,1
97317,1
16466,1
38691,1
49638,1
541,0
45882,1
18853,0
4572,1
99403,1
55514,1
103119,0
64141,1
76939,1
17453,1
107821,0
62063,1
108737,1
110123,1
109498,1
108324,0
10990,0
18649,1
90653,1
98585,0
9888,1
61129,1
26829,0
110111,0
56138,0
27858,1
86241,1
8305,1
19363,1
48827,1
38241,1
41847,1
23347,0
2423,0
32271,1
49130,1
8225,1
88846,1
34908,0
45794,0
64211,1
2611,1
69544,0
90530,1
40940,1
9467,0
77485,1
106783,1
110503,1
20612,1
51833,1
11543,1
38547,1
110186,1
16478,1
110370,1
2582,1
55197,1
66699,1
85881,1
100517,0
113642,1
25917,1
39337,1
91854,1
102173,0
67598,0
3318,1
111501,1
55471,1
56699,1
36379,1
39126,1
45286,1
62671,1
108685,0
53311,1
76703,0
40596,1
33861,1
105734,1
63398,1
95002,0
27839,1
35984,1
38573,0
53998,1
105924,1
33061,0
23505,1
29143,1
26013,0
61739,1
36627,1
68964,1
41861,1
81967,1
17243,0
83527,1
62335,0
97278,1
75436,1
57411,1
49715,0
61363,1
99711,1
108464,1
50910,1
29695,1
19978,1
109491,0
30458,0
102908,1
31485,1
14662,0
35264,1
95210,1
19350,1
8891,1
82982,1
90861,1
4887,1
95441,1
109730,1
86149,0
84028,0
70235,1
107798,1
83208,1
100504,1
98598,1
91456,1
77699,1
86884,1
54632,1
94363,1
73097,0
1532,1
14207,1
78777,1
73798,1
12878,1
49661,1
56981,1
70185,0
59851,1
107483,0
76527,1
63588,1
40883,1
92065,1
92667,1
88987,1
57025,1
94299,1
70371,1
67464,1
65614,0
97224,1
82015,1
57111,1
89018,0
21914,0
17041,1
65029,1
91948,1
38033,1
44878,1
21725,1
1984,1
10796,1
111869,1
71905,1
31724,0
35676,1
24135,1
19381,1
109279,1
44173,0
41794,1
32555,1
5460,0
19210,1
108312,0
18506,0
49761,1
50722,0
22172,1
55784,0
81365,1
18071,1
49545,1
47832,0
41763,0
86331,0
9178,1
5035,1
36361,0
91169,1
79064,0
7966,1
18685,1
99109,1
233,1
86917,1
100637,1
89914,1
62554,1
76687,0
55104,1
25341,1
58071,0
7151,1
21041,1
41724,1
91225,0
81936,1
19787,1
29633,1
13823,1
19103,1
27504,0
8398,1
36490,1
54757,0
16781,0
8919,0
54532,1
21472,1
107085,1
1691,1
58738,0
18469,0
13532,0
34351,1
6487,1
55919,1
41437,1
15763,1
13375,0
73018,1
27358,0
47857,0
28430,0
39036,1
49493,1
82147,1
8958,1
46998,1
53193,1
89825,1
104055,1
45162,1
105597,0
76271,1
6384,1
55047,1
106361,0
44462,1
77449,1
108619,0
23457,1
76950,0
63395,1
96752,1
95217,0
71818,1
72519,1
22917,1
87293,1
18272,1
2931,1
74633,1
35661,0
90892,1
33889,1
95607,0
113189,1
107501,1
89926,1
1687,1
67293,1
11304,1
1634,1
58090,1
16935,1
49664,1
17568,1
100524,1
109870,1
99916,1
80442,0
78314,1
82666,1
74541,0
12496,1
2063,1
40085,0
16182,1
86105,1
29912,1
4012,0
93060,1
67130,1
8778,1
95269,1
13206,1
97228,1
48811,1
73434,1
46635,1
22555,1
33934,0
13105,1
57861,1
105664,1
35603,0
104415,0
44330,0
72098,1
83169,0
49568,1
103402,1
10115,0
66247,1
37717,1
63887,1
93327,1
18725,0
29920,1
41571,0
72077,1
64670,1
92872,1
22910,1
32754,1
77665,1
63726,1
3463,0
52488,0
34107,1
70799,1
61235,1
19066,1
18470,1
82082,1
99249,1
41481,1
79190,1
10673,0
34472,0
102923,1
28970,1
75959,1
23354,1
92852,0
3078,0
40073,1
56926,1
47639,0
71239,0
35429,1
7495,1
46620,1
5384,0
110254,0
87763,1
60949,1
13918,0
48935,1
2270,1
107214,1
4173,1
90515,1
63265,0
93802,1
63048,1
1499,1
33354,1
83481,1
82136,1
79878,0
78817,0
70116,0
54980,1
5119,0
49740,0
73923,0
13682,1
61096,1
106233,1
113185,1
71792,1
3216,0
33653,1
39852,0
86397,0
74310,1
7129,1
52695,1
3993,0
111278,1
31289,1
29167,1
14626,1
33757,1
32299,1
110815,1
34672,1
100599,1
24307,1
35824,1
35223,0
109522,1
53697,1
96339,1
90929,1
94354,1
377,1
34327,1
36935,0
13879,1
5177,1
73525,1
41672,0
85947,1
78379,1
52171,1
9782,0
46775,1
24894,0
98745,1
67718,1
75786,1
61700,0
93766,1
113194,0
435,1
107639,1
51786,0
42888,1
109174,1
83561,1
92930,1
59086,1
68356,1
58921,1
4613,1
57587,0
16750,1
18560,1
57350,0
94554,0
48208,1
12104,1
22783,1
79546,1
25605,1
63050,1
38891,1
108655,1
47247,1
62238,1
8900,1
57902,1
88841,1
26211,1
36472,1
32100,1
70176,1
102767,1
44842,0
94572,1
14173,1
46074,1
22265,0
21623,1
91697,1
28118,0
41536,1
1734,0
15143,1
41172,1
72708,1
28186,1
83364,1
44968,1
42972,1
109678,1
22438,1
47330,1
29038,1
49659,1
100158,0
85736,1
53004,0
81196,1
82352,0
87968,1
66209,1
15336,1
78562,0
110100,1
108875,1
27946,0
31078,1
11659,1
23456,1
44554,1
30515,1
84139,1
21103,1
72130,0
87126,1
71210,1
37012,1
38355,1
82150,1
5501,1
22769,1
103466,1
98080,0
71323,1
42927,1
13977,0
15914,1
104318,1
100905,1
253,1
31031,1
72875,0
87358,1
106459,1
109964,1
10479,0
81489,1
38195,1
6468,1
36367,0
77920,1
51956,1
67364,1
101225,1
78210,1
57723,1
4450,1
69536,1
30708,1
10632,0
2536,1
3736,0
12334,1
94403,1
2566,1
86767,1
86972,1
54801,1
105418,1
8949,1
22007,0
98032,1
50578,0
3095,1
69062,1
66330,0
82641,1
79874,1
58158,1
63605,1
55238,1
105054,1
87292,1
14430,0
16900,1
2877,1
48361,1
89818,1
89750,1
37642,1
61735,0
26772,1
37775,1
62334,1
11900,0
109729,0
44721,1
48950,1
56269,1
87906,0
64387,0
56725,0
56596,0
69507,1
27917,1
6452,1
86945,1
55559,1
73470,1
86578,0
48929,1
84428,1
12339,1
667,1
85961,1
48084,1
75384,0
80400,1
74996,1
60130,1
2937,0
64293,1
107553,1
58507,1
46933,1
47301,1
14889,0
96810,1
93344,1
26004,1
30718,0
85435,1
110515,1
23532,1
88540,1
12591,0
22526,1
38864,1
104073,1
47821,1
13948,1
12410,1
80633,1
68038,1
46338,1
80701,1
2212,1
108127,1
107406,1
73111,1
30816,1
85708,1
53515,1
71767,0
42152,1
85639,1
109416,1
1877,1
30815,1
83100,1
51445,1
64492,1
5437,1
12595,0
56508,1
100485,1
58001,1
93638,1
13462,0
65195,0
12752,0
60464,1
80267,1
3081,1
73577,1
59223,0
89833,0
57957,1
75330,0
26587,0
108390,1
101488,1
39968,1
56899,1
22113,0
13339,1
39930,1
85839,1
78162,1
107569,1
95950,1
112080,1
64319,1
8750,1
63786,0
103639,0
18757,0
84812,0
96198,0
88055,1
98367,1
92782,1
54560,1
93754,0
79835,1
32338,1
40058,1
36185,1
95814,1
26607,1
31431,0
5083,1
31621,1
90318,1
32956,0
20885,0
91982,1
28219,1
7706,1
31541,0
52153,1
74760,0
27834,1
78520,1
70455,1
74162,1
79778,1
18866,1
92959,1
64878,0
33764,0
25568,1
56170,0
27706,1
36633,1
111680,1
85735,1
24708,1
10025,0
33843,1
111600,0
61620,1
19010,1
43977,1
20750,1
14598,0
92419,0
71680,1
47896,1
21061,1
31013,0
64405,1
25627,1
35971,1
107192,1
112161,0
32,0
27385,1
44990,0
16171,1
83682,1
86469,0
74337,1
45130,0
103229,0
83847,1
24664,1
2464,1
80682,1
55518,1
16440,1
61643,1
16790,1
17753,1
109561,1
31973,1
85779,1
83816,1
84878,1
88486,1
112670,1
95760,1
86246,0
40293,1
9852,1
90419,1
57329,1
57087,1
53968,1
111463,0
41412,1
81141,1
79790,1
45879,1
82807,1
74608,1
11066,0
14470,1
88492,1
79919,1
41279,0
61531,1
15345,1
8338,0
10874,1
31112,1
39354,1
94216,0
4239,1
61212,1
96492,1
65351,1
112849,1
37269,1
11601,0
42836,1
25791,1
76725,0
71632,1
5372,0
90329,0
40861,1
7921,0
102805,0
109840,1
61204,1
61867,0
32519,0
103818,1
46969,0
52143,1
27652,1
70745,1
108204,1
42505,1
36153,1
104255,1
20758,1
65460,1
96347,1
37872,1
37975,1
40853,0
90968,0
82707,1
69706,1
89621,1
27104,1
114054,1
70070,1
16245,1
105379,1
51978,1
1134,1
30678,1
91025,0
8642,1
69861,0
10413,1
93267,1
109982,1
2669,1
24129,1
6589,1
106751,1
80860,1
44907,0
59507,1
33147,0
73636,1
90319,0
87835,1
3549,0
47486,1
4519,1
54806,1
108968,1
7811,1
45252,0
75462,1
69440,0
48341,0
105056,1
21749,1
98247,0
47154,1
78911,1
51107,1
101627,1
69520,1
104714,1
59715,1
34913,1
85347,1
60273,0
2645,0
88595,0
104654,0
95524,1
79706,1
15836,0
39611,1
71012,1
71721,1
31545,0
50771,1
106046,1
58669,1
110826,1
15869,1
77915,1
106227,1
55833,1
79360,0
77379,1
52631,1
35883,1
9547,1
13991,0
84219,1
70926,1
34015,1
32946,0
45355,1
91751,0
21359,1
11826,0
903,1
59219,1
96186,1
77733,0
50783,1
110785,1
18456,1
105100,0
46904,0
45449,1
30434,1
44087,0
24294,0
89501,1
21298,0
37669,1
43117,0
845,1
112320,1
62220,1
34080,1
51721,1
42907,0
73771,1
85727,0
52513,1
39685,1
12273,0
16237,1
22371,0
24268,1
4568,1
93475,1
8057,1
110222,1
12789,1
89235,1
9654,0
32603,1
84594,1
14764,1
34248,1
67592,1
7703,1
76756,1
1010,1
95442,1
42315,1
30716,0
6883,0
35100,1
109979,1
21696,1
111059,1
21519,1
78617,1
100367,1
77995,1
105210,0
16380,1
44187,1
41218,1
58634,1
19110,1
4414,1
18521,0
24882,0
85641,0
72528,1
64876,1
12774,1
32980,0
70026,1
2828,1
100666,1
52788,0
52721,1
60822,1
69624,1
50397,1
114015,1
18587,1
110836,1
28561,1
43452,1
84067,0
61365,1
53382,1
101947,1
10696,1
16315,1
54626,1
11053,1
21165,1
15921,1
48112,1
83391,0
107791,1
8645,1
35157,0
18502,1
50767,1
41118,1
4736,0
14651,1
7377,1
55964,1
37701,1
76538,0
16467,0
49026,1
59452,1
10054,1
26270,1
13623,1
86436,1
14775,1
80550,1
107423,1
36737,1
84629,1
99490,1
55459,1
109892,0
74049,1
5463,0
13578,1
61521,0
30802,1
14188,1
61141,1
9428,0
12062,0
104486,1
90798,1
107092,1
33735,1
48635,1
92659,1
60581,1
44303,1
73788,1
69551,1
7779,0
13197,1
25590,1
108267,1
55063,1
1148,1
83092,1
84017,1
95240,1
10826,1
80338,1
39979,1
8560,1
17769,0
49038,1
2289,1
79045,1
94273,1
10930,1
1616,1
101464,1
22889,1
92523,1
34610,1
13814,1
86136,0
37831,1
106317,1
107645,1
51542,1
78837,1
41855,0
63989,1
45445,1
37818,1
50323,1
13469,1
32671,1
95279,1
102909,1
478,1
71256,0
10320,1
96103,1
95716,1
29880,1
103569,1
59495,1
101972,1
75191,0
92486,1
112355,0
3066,0
6289,1
18961,1
58041,0
71702,1
45817,1
33179,1
67573,1
105951,1
36538,1
9616,1
112050,1
8539,1
34311,1
83245,1
24261,1
76564,1
100232,1
19549,1
70498,0
67923,1
88906,1
105772,0
48446,0
81367,0
30277,0
97985,1
110245,0
13223,1
60016,1
75282,1
70639,1
111159,1
8850,1
47109,1
76299,1
50379,0
99938,1
99579,1
41675,1
86256,1
90351,1
31403,1
5800,1
82540,0
1467,1
22838,1
61817,1
110125,0
99002,0
65074,1
112764,1
112721,1
37599,0
108904,1
34655,1
20058,1
4286,0
23668,1
42500,0
63610,0
48799,1
105979,1
20786,0
72410,0
106680,1
63206,1
37365,1
109674,1
62743,0
103187,1
96191,1
43465,0
72803,1
53675,1
103109,0
24506,1
109754,1
8932,1
56347,1
107268,0
30360,0
108790,0
20300,0
87260,1
36409,1
69911,0
101576,1
10612,1
105684,0
21860,1
2663,1
79623,1
110522,1
97453,1
5677,0
104386,1
46956,1
56884,1
77506,1
12211,1
66733,1
42740,0
86079,1
47893,1
83964,0
44828,0
34677,1
106937,1
75016,1
10977,1
36611,1
46719,1
19942,0
3032,1
4069,1
41723,1
72688,1
55025,1
77722,1
92588,1
61,1
61995,1
16537,0
19270,1
87287,1
482,1
49595,0
3916,1
10165,1
80886,0
14306,1
80096,1
39373,0
63484,1
113536,1
100287,1
37414,1
74658,1
63891,1
40806,1
18544,0
75424,1
81607,1
99704,1
104929,1
79454,1
4307,1
81736,1
82812,1
72790,1
50640,0
27737,0
47251,0
41159,1
8327,1
108911,1
42259,1
103448,0
60083,1
71527,1
55045,0
70156,1
72612,1
43843,0
23363,1
93623,1
3997,1
86513,0
79334,1
49586,1
83424,1
81856,0
124,1
8376,1
43543,0
76140,0
6050,1
38672,1
96107,1
65548,1
53508,1
66275,1
36079,0
22754,1
90762,0
83880,1
107234,1
48336,0
47960,0
81917,0
54061,0
50689,0
14872,1
85255,1
40135,1
74389,0
68382,0
8052,1
102795,1
2128,0
23908,1
113373,1
80407,1
1542,1
78432,0
96627,1
23988,0
40493,1
94291,0
9485,1
69611,1
59529,0
39031,0
16642,1
96448,1
69646,0
7148,1
95183,1
6227,1
64152,1
67260,1
79162,1
64836,1
5160,1
56594,1
41684,1
38470,1
12572,1
65047,1
24648,0
62474,1
6025,1
106599,1
100942,1
96760,1
106260,1
50998,1
113110,1
82661,1
45941,1
40011,1
961,1
71471,0
18874,1
79572,0
75559,1
100838,1
71876,1
113316,1
60213,1
48563,0
53402,1
71607,1
22413,0
3270,0
28055,1
97834,1
92206,1
85689,1
64925,1
11037,1
36447,1
49894,1
99882,1
60871,1
67451,1
79991,1
21633,1
109859,1
75227,1
91521,1
96640,0
5269,1
64081,0
106598,0
97129,1
99035,1
13322,1
61311,1
92210,0
60343,1
113887,1
111199,0
71423,1
75292,1
101966,1
64615,1
85627,0
79658,1
66660,1
5410,1
75367,1
99578,1
6678,1
48442,1
21457,1
50091,0
94904,0
64654,1
43756,1
54684,1
94496,1
39981,1
71015,1
79312,1
84480,1
87719,1
109475,1
75564,1
10756,1
113519,1
96343,0
24482,1
56676,0
52088,1
4735,1
59314,1
24338,0
23993,1
72473,1
49602,1
88988,1
1579,1
19465,1
32684,1
37356,1
18299,1
17130,1
91768,0
33370,1
11491,1
66251,1
56552,1
9215,1
47278,1
102599,0
89866,1
110457,1
61467,1
39025,1
108781,1
105989,0
61188,1
20284,1
99374,1
55290,0
57973,1
7372,1
78130,1
71965,1
67228,1
30141,1
88015,1
41786,1
110316,0
102529,1
100410,1
64249,1
17386,1
43696,1
98491,1
8146,1
48910,1
103325,1
55405,1
67117,1
39821,1
17688,1
59797,0
38819,1
49415,1
12226,1
73626,1
59572,1
98821,1
94961,1
100563,1
5085,0
66188,0
1679,0
42914,1
38733,1
98815,0
70694,0
45207,1
63264,0
97420,1
25322,1
46377,0
33601,1
41041,1
44732,1
100611,1
24367,1
24996,1
47743,1
67871,1
77300,1
29736,1
113644,1
66570,1
90571,1
19789,1
67790,1
105078,1
11672,1
10067,0
6864,1
110546,0
87787,1
48542,0
5957,1
1365,1
81092,1
33362,0
71901,0
29670,1
37562,1
93382,1
59684,1
54989,0
69077,1
67237,1
4412,1
10149,1
91097,1
21390,1
96287,1
84506,1
61313,1
107857,1
49233,0
87502,1
6917,1
10480,1
43352,0
40696,1
1301,1
91192,1
32703,1
58851,1
23906,1
11064,0
100156,1
107482,0
9245,1
36287,1
23886,1
20742,1
55117,0
67342,1
74915,0
35656,1
106369,1
105161,1
73069,1
84044,1
21175,1
1696,0
36776,1
44533,1
59703,1
103198,0
32563,1
12347,1
90960,0
53097,1
22750,1
91237,1
69730,1
33135,0
8871,1
17569,1
87003,0
79686,1
88654,1
61801,1
35810,1
53705,0
61383,0
9024,1
105393,1
34544,0
1847,1
48844,1
30011,1
29273,1
14537,0
52436,1
71932,0
54579,1
30530,1
10034,0
113672,1
68352,0
47484,1
109853,1
58073,1
19456,1
112959,0
30490,1
876,0
97385,1
9706,1
72591,1
25817,0
35958,1
57690,1
69204,1
41923,1
88243,1
1731,1
34079,0
110483,1
59054,1
104172,1
91695,0
73804,1
57266,1
95178,0
33650,1
21900,1
82486,1
9620,1
82758,1
50798,1
36802,1
52656,0
15062,0
35318,1
15023,1
57371,1
46311,0
10429,0
93291,1
7444,0
62424,1
107154,0
76112,1
41765,1
5048,1
27907,1
62143,1
19603,1
26885,1
79155,1
71049,0
39471,0
70486,0
58427,1
97715,1
47005,1
28071,0
111796,0
17555,1
50743,1
29411,0
86593,0
25504,1
33595,1
61214,1
24534,1
76085,0
15333,0
14864,1
54869,1
103145,1
28023,0
75423,1
97280,1
32532,0
44463,1
62445,1
17159,0
93466,1
10126,1
13770,0
113502,1
86551,1
58869,1
83667,1
105679,0
28600,1
93277,1
15626,0
97021,1
20183,1
66837,0
96367,1
38862,1
4268,1
79450,1
93612,1
54768,1
92357,1
84352,0
91416,1
78207,1
21167,0
65862,0
4018,1
61171,0
112046,1
33774,1
112330,1
50889,1
20281,1
20684,0
18816,1
13443,1
66946,1
57621,1
72145,0
36067,1
96438,0
112166,1
90959,1
87633,0
102551,1
8391,0
53113,0
40618,0
96053,1
76426,1
65517,0
84759,0
76751,0
34619,1
13320,0
13795,1
61662,0
96667,1
33000,1
86240,1
3057,0
10526,1
88423,0
50455,0
97009,1
101476,1
19888,1
18863,0
92581,0
14510,1
31506,1
92908,1
96178,1
108526,1
94953,1
12514,0
67968,1
53016,1
61783,0
84857,1
47424,1
73538,1
56494,1
96825,1
30508,1
112045,1
107394,1
105643,1
113295,1
11755,0
47011,1
109956,1
31351,1
58736,1
35792,0
77346,0
37322,0
97214,1
98319,1
106224,0
99170,0
112783,1
40804,1
52403,1
108412,1
110556,1
76613,1
2077,1
58754,1
47373,1
72837,1
14953,1
44017,1
89372,0
40587,1
53899,1
32613,1
77152,1
53483,1
55691,1
73672,1
25687,1
105186,1
98579,1
92766,1
105709,1
77415,1
100125,1
36522,1
62009,1
84164,1
113308,1
7932,1
12399,1
2196,1
95426,0
104367,1
34590,1
113191,1
93945,1
30504,1
26765,0
79951,0
65856,1
53721,0
43363,1
56478,1
68384,1
35445,1
80476,1
974,1
90923,1
70853,1
102298,1
58364,1
94393,0
100428,0
24393,1
73272,1
113837,1
47015,1
43387,1
15653,1
14210,0
99795,1
108949,0
84631,1
80251,0
50043,1
90257,1
112933,1
86130,1
52668,0
113251,1
49021,1
96879,1
68689,1
10013,1
4405,1
31854,1
81683,1
40627,0
63144,1
112302,0
85905,1
99298,0
91887,0
95722,0
9562,1
7849,0
78653,0
6814,1
33284,1
64145,0
25160,1
74738,1
42358,1
52833,0
103473,1
101919,1
24696,0
30741,1
65919,0
42350,1
76070,1
87393,0
63915,1
40170,1
73777,1
44735,0
52755,0
103021,0
87925,1
88226,1
111932,1
65629,1
111606,1
34492,1
46521,0
49628,0
107531,1
39961,1
1918,1
77312,1
66877,0
46999,1
54729,1
87150,1
97927,0
12903,1
48577,1
86530,0
57980,0
11918,0
66509,1
72779,1
47520,1
99939,1
65040,1
59250,1
8610,0
100233,1
40379,1
26522,1
50805,1
6382,1
48033,1
98054,1
73332,0
17240,0
55292,0
5470,0
88700,1
110940,1
70978,0
106450,1
67825,1
38591,1
25710,0
105050,1
14898,1
3268,1
71450,1
66901,1
5317,0
8430,1
66743,0
104844,1
50981,0
1112,0
13279,1
107833,1
105625,1
111552,1
6458,1
86818,0
107697,0
57099,1
19857,1
6161,1
10432,1
65018,1
4343,1
110985,1
83887,1
79381,1
81550,1
78388,1
82047,1
100021,1
82589,1
57296,1
71392,1
45592,1
9425,1
49331,0
54739,1
7180,1
34357,0
80315,1
20752,1
80113,1
9725,1
73766,1
36917,1
111252,1
96462,1
2021,1
80367,1
6052,1
101803,0
52359,1
59899,0
46340,1
105240,1
67684,1
60327,1
81604,0
51507,1
96165,1
100204,0
39098,1
12818,1
89374,0
90268,1
22825,0
39359,1
96348,1
74185,1
8672,1
25053,1
57276,0
58904,0
53245,0
64938,1
91369,1
47369,1
57878,1
29746,1
87692,1
63216,1
67900,0
74036,1
69175,0
42376,0
42364,0
29119,1
89310,1
100291,1
85002,1
83893,0
50608,1
9331,1
103270,0
84276,1
50962,1
55848,1
84876,1
24025,0
92603,1
8369,1
100394,1
89964,1
73321,1
61875,0
87549,0
97821,0
19807,0
53976,1
88447,1
23281,1
1117,1
57793,1
77402,1
15862,0
14876,0
5552,1
38874,0
43714,0
99977,1
25172,1
48301,1
71336,1
31794,1
76089,0
101696,0
75975,1
28603,1
36870,1
61832,0
31869,1
102848,1
106402,1
33233,1
26478,1
87691,1
82001,1
88322,1
92786,1
1666,1
15226,1
101001,1
85988,0
27229,0
58143,1
72430,1
10697,1
94032,1
13607,0
55203,1
16811,1
53860,1
100857,1
42397,0
109761,1
7187,1
53828,0
101700,1
60334,1
111558,0
70089,0
86624,1
58774,1
81262,0
103567,1
19776,1
79891,1
43752,0
13071,1
86306,1
52028,1
55536,1
23258,1
80803,1
76638,0
82192,1
84158,1
95412,1
110596,1
19898,1
49433,0
108375,1
32806,1
56550,1
47858,1
42843,0
4137,1
88526,0
71198,0
36525,1
88242,1
65867,1
62886,1
40181,0
6946,1
5219,1
86132,0
36105,1
34093,0
50960,1
20479,1
80643,1
40818,1
13361,1
24206,0
44847,1
98865,1
51207,1
81538,1
14049,1
4208,1
27707,0
46121,1
100443,0
32183,1
103789,1
33968,0
57964,0
102344,1
11856,1
110085,0
90772,1
70943,1
47631,0
77550,1
52308,0
97970,1
74911,1
108559,1
107755,1
40334,1
103780,1
29979,1
36847,1
86871,1
44725,1
44694,1
3332,1
110713,1
61952,1
27181,0
4793,1
86599,1
70213,1
77489,1
18556,1
68550,1
73889,1
47599,1
52914,1
76723,1
40399,0
33351,1
47156,1
44317,1
73039,0
51483,1
112551,1
94578,0
29704,1
12053,1
7715,1
57807,0
14391,1
7800,0
41024,1
86196,1
78973,1
101242,1
5912,1
28777,1
87283,1
26019,1
32670,0
94612,1
16295,1
61236,1
54210,1
102442,1
96034,1
34637,1
30638,1
112415,1
79982,1
57195,1
49999,0
74414,1
40705,1
35502,0
7317,1
82644,1
90073,1
93647,1
31017,0
100277,0
71102,1
90922,1
1938,1
79445,1
86553,1
111922,1
22732,1
95226,1
17036,1
40573,0
100759,1
41446,0
30953,1
92905,1
51306,1
15944,0
101164,1
92516,1
44140,1
104012,0
68996,1
102040,0
79013,0
5226,1
25085,1
6307,1
77947,1
112897,0
93460,1
11577,1
12517,1
54241,0
10316,1
7647,0
23660,1
60157,1
97496,1
105425,0
97791,0
109290,1
45574,1
106212,0
98138,1
43152,1
94756,1
70252,1
21429,1
40083,0
9415,1
72564,1
30729,1
98394,1
48429,1
31050,1
35379,0
78200,1
59894,1
112146,1
26962,1
34834,1
71333,1
108712,1
59498,0
103597,1
94266,0
41594,1
98384,1
103126,1
64349,0
10691,1
96005,1
85381,0
102724,1
94462,1
8089,0
98624,0
73388,1
14177,1
82974,1
57366,1
76130,1
111988,1
84796,1
52528,1
73702,1
12236,1
98560,1
28006,1
36043,0
85369,0
79510,1
47730,1
57406,0
19326,0
100991,1
43598,0
107296,1
71257,1
79436,1
87874,1
91532,1
3525,0
81268,0
45344,1
38244,1
18174,1
4021,0
86635,1
74637,0
11015,1
94281,1
25042,1
53767,1
58842,1
61953,1
87690,1
10361,1
46978,1
13031,1
71324,1
2658,1
94984,1
